"","sentence","polarity","source","stanford_sentiment_value","stanford_sentiment"
"2863","Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.","0","dataset/yelp_labelled.txt","1","Negative"
"1035","Today the graphics are crap.  ","0","dataset/imdb_labelled.txt","1","Negative"
"327","However-the riingtones are not the best, and neither are the games.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1913","The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2248","Much better than the other AYCE sushi place I went to in Vegas.","1","dataset/yelp_labelled.txt","1","Negative"
"1370","It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ","0","dataset/imdb_labelled.txt","1","Negative"
"969","This company charge me a restocking fee and still not given me my refund back.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2338","The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.","0","dataset/yelp_labelled.txt","1","Negative"
"192","Any ring tone..Overall good phone to buy..","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"2391","If you want healthy authentic or ethic food, try this place.","1","dataset/yelp_labelled.txt","1","Negative"
"2138","This is one of the best bars with food in Vegas.","1","dataset/yelp_labelled.txt","3","Positive"
"1726","Avoid, avoid, avoid!  ","0","dataset/imdb_labelled.txt","1","Negative"
"565","Yet Plantronincs continues to use the same flawed charger design.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"304","Good price.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1815","You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ","1","dataset/imdb_labelled.txt","1","Negative"
"528","The noise shield is incrediable.","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"518","I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2609","We made the drive all the way from North Scottsdale... and I was not one bit disappointed!","1","dataset/yelp_labelled.txt","1","Negative"
"1659","Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ","1","dataset/imdb_labelled.txt","3","Positive"
"202","All in all I think it was a good investment.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2332","Both of them were truly unbelievably good, and I am so glad we went back.","1","dataset/yelp_labelled.txt","1","Negative"
"1925","Really awful.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"2779","My girlfriend's veal was very bad.","0","dataset/yelp_labelled.txt","1","Negative"
"1180","The kids are annoying.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1259","Overall, this movie was cheap trash.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"247","Excellent wallet type phone case.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1340","Didn't laugh or even smile once.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1206","I really don't see how anyone could enjoy this movie.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1486","This movie was kind of long in length, but I enjoyed every minute of it.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1848","1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"2246","-Drinks took close to 30 minutes to come out at one point.","0","dataset/yelp_labelled.txt","2","Neutral"
"30","Doesn't hold charge.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"847","Used and dirty.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"1000","You can not answer calls with the unit, never worked once!","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2256","We had 7 at our table and the service was pretty fast.","1","dataset/yelp_labelled.txt","3","Positive"
"891","The speaker is of low quality so as making the ring tones sound very cheap.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"96","Will order from them again!","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"2734","Overall, I like there food and the service.","1","dataset/yelp_labelled.txt","2","Neutral"
"419","Att is not clear, sound is very distorted and you have to yell when you talk.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2497","The pancake was also really good and pretty large at that.","1","dataset/yelp_labelled.txt","3","Positive"
"826","The shipping time was also very quick!","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"272","Worked perfectly!","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1714","The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1856","Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1934","Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"1154","No plot whatsoever!  ","0","dataset/imdb_labelled.txt","1","Negative"
"901","This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2265","The seafood was fresh and generous in portion.","1","dataset/yelp_labelled.txt","3","Positive"
"811","Improper description.... I had to return it.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1493","But this movie really got to me.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2080","There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.","0","dataset/yelp_labelled.txt","1","Negative"
"28","I didn't think that the instructions provided were helpful to me.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1239","The poor actors.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2719","After one bite, I was hooked.","1","dataset/yelp_labelled.txt","1","Negative"
"1683","Kris Kristoffersen is good in this movie and really makes a difference.  ","1","dataset/imdb_labelled.txt","3","Positive"
"454","I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2690","Good food , good service .","1","dataset/yelp_labelled.txt","3","Positive"
"1350","The guy who said he's had better dialogue with his potted plants has it right.  ","0","dataset/imdb_labelled.txt","3","Positive"
"752","disappointing.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"791","NOT WHAT I WANTED.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"817","Product is exactly as described.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"469","I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1931","I rate this movie 9/10.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2122","Worst service to boot, but that is the least of their worries.","0","dataset/yelp_labelled.txt","1","Negative"
"20","It clicks into place in a way that makes you wonder how long that mechanism would last.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1893","It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1173","I certainly do not mean this distinction in a good way.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1254","The acting sucked.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2148","The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.","0","dataset/yelp_labelled.txt","1","Negative"
"263","Works great.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2528","Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.","1","dataset/yelp_labelled.txt","1","Negative"
"2826","Won't ever go here again.","0","dataset/yelp_labelled.txt","1","Negative"
"107","That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2747","An extensive menu provides lots of options for breakfast.","1","dataset/yelp_labelled.txt","3","Positive"
"977","SWEETEST PHONE!!!","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"2526","Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.","0","dataset/yelp_labelled.txt","1","Negative"
"329","AMAZON SUCKS.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"148","Its reception is very very poor.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2198","I've never been more insulted or felt disrespected.","0","dataset/yelp_labelled.txt","1","Negative"
"2328","They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.","1","dataset/yelp_labelled.txt","3","Positive"
"1156","Horrible!  ","0","dataset/imdb_labelled.txt","1","Negative"
"2901","Spend your money elsewhere.","0","dataset/yelp_labelled.txt","1","Negative"
"401","what a disappointment","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1901","Otherwise, don't even waste your time on this.  ","0","dataset/imdb_labelled.txt","1","Negative"
"83","Well packaged, arrived on time, and works as intended.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"370","I was looking for this headset for a long time and now that I've got it I couldn't be happier.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1916","I didn't realize how wonderful the short really is until the last two scenes.  ","1","dataset/imdb_labelled.txt","1","Negative"
"37","It has kept up very well.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2071","The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.","1","dataset/yelp_labelled.txt","1","Negative"
"63","These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"894","Bad Reception.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"244","No additional ear gels provided, and no instructions whatsoever.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2128","Phenomenal food, service and ambiance.","1","dataset/yelp_labelled.txt","3","Positive"
"2034","seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.","0","dataset/yelp_labelled.txt","1","Negative"
"2841","for 40 bucks a head, i really expect better food.","0","dataset/yelp_labelled.txt","1","Negative"
"10","What a waste of money and time!.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1126","10/10  ","1","dataset/imdb_labelled.txt","2","Neutral"
"2333","We had fantastic service, and were pleased by the atmosphere.","1","dataset/yelp_labelled.txt","3","Positive"
"1201","This is definitely one of the bad ones.  ","0","dataset/imdb_labelled.txt","1","Negative"
"81","I wear it everyday and it holds up very well.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1889","Avoid this film at all costs.  ","0","dataset/imdb_labelled.txt","3","Positive"
"1552","This may be the only bad film he ever made.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2643","Our waiter was very attentive, friendly, and informative.","1","dataset/yelp_labelled.txt","3","Positive"
"561","Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.","0","dataset/amazon_cells_labelled.txt","0","Verynegative"
"834","My father has the V265, and the battery is dying.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1246","The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1170","Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2584","Their steaks are 100% recommended!","1","dataset/yelp_labelled.txt","3","Positive"
"579","It does everything the description said it would.","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"1300","I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  ","1","dataset/imdb_labelled.txt","3","Positive"
"940","I like the fact that it rests lightly against your ear, rather than inside.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1117","And generally the lines and plot is weaker than the average episode.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1818","You will leave the theater wanting to go out and dance under the stars.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2503","Cant say enough good things about this place.","1","dataset/yelp_labelled.txt","2","Neutral"
"1440","Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"2759","The jalapeno bacon is soooo good.","1","dataset/yelp_labelled.txt","3","Positive"
"2649","Great food.","1","dataset/yelp_labelled.txt","3","Positive"
"1303","I literally vomited while watching this film.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2492","The menu had so much good stuff on it i could not decide!","1","dataset/yelp_labelled.txt","3","Positive"
"2434","Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.","0","dataset/yelp_labelled.txt","1","Negative"
"1188","Yes, it's that bad.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1194","There were too many close ups.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2365","Server did a great job handling our large rowdy table.","1","dataset/yelp_labelled.txt","3","Positive"
"278","Very good phone.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2548","not even a ""hello, we will be right with you.""","0","dataset/yelp_labelled.txt","3","Positive"
"800","I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1506","About ten minutes into this film I started having second thoughts.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2441","I'll take my business dinner dollars elsewhere.","0","dataset/yelp_labelled.txt","1","Negative"
"1078","If you want a movie that's not gross but gives you some chills, this is a great choice.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1222","There are the usual Hitchcock logic flaws.  ","0","dataset/imdb_labelled.txt","1","Negative"
"340","It is practically useless and did not add any kind of boost to my reception after I bought it.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2260","very tough and very short on flavor!","0","dataset/yelp_labelled.txt","2","Neutral"
"2357","Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.","0","dataset/yelp_labelled.txt","1","Negative"
"1020",""" The structure of this film is easily the most tightly constructed in the history of cinema.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1446","The acting was decidely wooden, though no worse than a period Universal B movie.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2129","I wouldn't return.","0","dataset/yelp_labelled.txt","1","Negative"
"1725","Seriously, it's not worth wasting your, or your kid's time on.  ","0","dataset/imdb_labelled.txt","1","Negative"
"750",".... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"456","Not good when wearing a hat or sunglasses.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"36","You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"374","The worst phone I've ever had.... Only had it for a few months.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1804","The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1124","I'd advise anyone to go and see it.  ","1","dataset/imdb_labelled.txt","3","Positive"
"529","No real improvement.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"1682","The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ","1","dataset/imdb_labelled.txt","1","Negative"
"688","i would advise to not purchase this item it never worked very well.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"967","however, my girl was complain that some time the phone doesn't wake up like normal phone does.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"507","I would not recommend this item to anyone.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2970","I don't know what the big deal is about this place, but I won't be back ""ya'all"".","0","dataset/yelp_labelled.txt","1","Negative"
"2769","It's close to my house, it's low-key, non-fancy, affordable prices, good food.","1","dataset/yelp_labelled.txt","1","Negative"
"516","Mobile Phone Tools are a must have.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1887","Avoid at any and all costs.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"1822","Conclusion - I loved it.  ","1","dataset/imdb_labelled.txt","3","Positive"
"25","I bought it for my mother and she had a problem with the battery.","0","dataset/amazon_cells_labelled.txt","3","Positive"
"2825","Awful service.","0","dataset/yelp_labelled.txt","1","Negative"
"1959","I enjoyed it.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"412","I highly recommend this device to everyone!","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"2911","I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.","0","dataset/yelp_labelled.txt","1","Negative"
"1879","She's poised and amazing.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1813","When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ","1","dataset/imdb_labelled.txt","3","Positive"
"705","So just beware.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"2464","The manager was the worst.","0","dataset/yelp_labelled.txt","1","Negative"
"697","The phone can also take great pictures and even video clips.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2378","In an interesting part of town, this place is amazing.","1","dataset/yelp_labelled.txt","3","Positive"
"1648","The least said about the acting the better.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"527","horrible, had to switch 3 times.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2910","This is my new fav Vegas buffet spot.","1","dataset/yelp_labelled.txt","3","Positive"
"2998","Overall I was not impressed and would not go back.","0","dataset/yelp_labelled.txt","2","Neutral"
"260","Great for using with your home stereo.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2209","Must have been an off night at this place.","0","dataset/yelp_labelled.txt","2","Neutral"
"1337","The characters were very 'stagey' and the storyline was a lot like a stage farce.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2783","Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.","1","dataset/yelp_labelled.txt","1","Negative"
"1144","You can't relate with them, hell you barely can understand them.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2277","I liked the patio and the service was outstanding.","1","dataset/yelp_labelled.txt","3","Positive"
"18","So Far So Good!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"852","This is an excellent tool, especially when paired with your phone's auto-answer.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"16","Highly recommend for any one who has a blue tooth phone.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"1619","An instant classic, with a great soundtrack and a catchy song during the ending credits.  ","1","dataset/imdb_labelled.txt","3","Positive"
"644","They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"312","The instruction manual is lacking.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1073","It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ","0","dataset/imdb_labelled.txt","3","Positive"
"2316","The bus boy on the other hand was so rude.","0","dataset/yelp_labelled.txt","1","Negative"
"2556","I know this is not like the other restaurants at all, something is very off here!","0","dataset/yelp_labelled.txt","1","Negative"
"1597","The characters were all funny and had the peculiarity of not having a true lead character.  ","1","dataset/imdb_labelled.txt","1","Negative"
"2942","Probably not in a hurry to go back.","0","dataset/yelp_labelled.txt","2","Neutral"
"1046","His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"808","The reception through this headset is excellent.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"42","I was not impressed by this product.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1778","The film has an ultra-cheap look to it.  ","0","dataset/imdb_labelled.txt","3","Positive"
"1480","Of course, the acting is blah.  ","0","dataset/imdb_labelled.txt","1","Negative"
"67","A week later after I activated it, it suddenly died.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"400","Still Waiting...... I'm sure this item would work well.. if I ever recieve it!","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1192","It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2007","Honeslty it didn't taste THAT fresh.)","0","dataset/yelp_labelled.txt","1","Negative"
"439","I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1249","Unfortunately, this is a bad movie that is just plain bad.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1881","He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  ","0","dataset/imdb_labelled.txt","1","Negative"
"2197","The live music on Fridays totally blows.","0","dataset/yelp_labelled.txt","1","Negative"
"1809","When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ","1","dataset/imdb_labelled.txt","1","Negative"
"989","It didn't work, people can not hear me when I talk.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1915","I saw this short film on HBO the other day and absolutely loved it.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2136","Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.","1","dataset/yelp_labelled.txt","3","Positive"
"384","After trying many many handsfree gadgets this is the one that finally works well.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"190","But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2977","too bad cause I know it's family owned, I really wanted to like this place.","0","dataset/yelp_labelled.txt","1","Negative"
"2620","I will not return.","0","dataset/yelp_labelled.txt","1","Negative"
"201","The color is even prettier than I thought it would be, and the graphics are incredibly sharp.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1273","Everything about this film is simply incredible.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2429","Strike 2, who wants to be rushed.","0","dataset/yelp_labelled.txt","2","Neutral"
"2637","Tried to go here for lunch and it was a madhouse.","0","dataset/yelp_labelled.txt","1","Negative"
"2193","When my order arrived, one of the gyros was missing.","0","dataset/yelp_labelled.txt","1","Negative"
"1586","Not recommended.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2842","The food came out at a good pace.","1","dataset/yelp_labelled.txt","3","Positive"
"2535","Terrible management.","0","dataset/yelp_labelled.txt","1","Negative"
"2600","Not good for the money.","0","dataset/yelp_labelled.txt","2","Neutral"
"1956","The movie seemed a little slow at first.  ","0","dataset/imdb_labelled.txt","1","Negative"
"939","Logitech Bluetooth Headset is a 10!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"463","Cant get the software to work with my computer.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1462","Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  ","0","dataset/imdb_labelled.txt","1","Negative"
"27","I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"836","The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"661","This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2672","I promise they won't disappoint.","1","dataset/yelp_labelled.txt","3","Positive"
"183","The sound quality is good and functionality is awesome.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1039","It's PURE BRILLIANCE.  ","1","dataset/imdb_labelled.txt","2","Neutral"
"1503","Duris has a wholesome appearance and gives a fine performance.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2285","I would definitely recommend the wings as well as the pizza.","1","dataset/yelp_labelled.txt","3","Positive"
"1113","The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1482","And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2458","Nargile - I think you are great.","1","dataset/yelp_labelled.txt","3","Positive"
"1867","Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ","1","dataset/imdb_labelled.txt","3","Positive"
"2028","This hole in the wall has great Mexican street tacos, and friendly staff.","1","dataset/yelp_labelled.txt","1","Negative"
"461","BT50 battery junk!.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1895","The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1362","Much more interesting, more action, more suspense, and less of the unneeded controversy.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1799","It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"491","This PDA rocks.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"12","He was very impressed when going from the original battery to the extended battery.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1051","I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  ","1","dataset/imdb_labelled.txt","1","Negative"
"1992","Fans of the genre will be in heaven.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1284","And don't even get me started on the jerky camerawork.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1138","IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"88","The construction of the headsets is poor.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"960","However, the keypads are so tinny that I sometimes reach the wrong buttons.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"659","Talk about USELESS customer service.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"1137","I guess that nobody at the network that aired this dribble watched it before putting it on.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1538","putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1647","The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2716","Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!","1","dataset/yelp_labelled.txt","1","Negative"
"1068","There was absolutely no warmth or charm to these scenes or characters.  ","0","dataset/imdb_labelled.txt","3","Positive"
"1763","The movie was very interesting from beginning to the end.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2494","CONCLUSION: Very filling meals.","1","dataset/yelp_labelled.txt","3","Positive"
"1868","Great movie!  ","1","dataset/imdb_labelled.txt","3","Positive"
"1739","The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"2957","Then our food came out, disappointment ensued.","0","dataset/yelp_labelled.txt","1","Negative"
"2781","I had a pretty satifying experience.","1","dataset/yelp_labelled.txt","3","Positive"
"223","Simple, lightweight and great fit.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1906","One of the most boring,pointless movies I have ever seen.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1116","The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ","0","dataset/imdb_labelled.txt","3","Positive"
"176","Superb Phone on a Great Network.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2040","Service sucks.","0","dataset/yelp_labelled.txt","1","Negative"
"1109","An hour and a half I wish I could bring back.  ","0","dataset/imdb_labelled.txt","3","Positive"
"1373","There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  ","0","dataset/imdb_labelled.txt","1","Negative"
"905","Problem is that the ear loops are made of weak material and break easily.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1112","The directing and the cinematography aren't quite as good.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1027","Graphics is far from the best part of the game.  ","0","dataset/imdb_labelled.txt","3","Positive"
